 status |             row_hash             
--------+----------------------------------
 Added  | 3878b890e71338f3c566104cb462bccf
 Added  | 30c0b4c598f86198b8f52489d40b686f
 Added  | 3d555e84baf799e6b047a42788752447
 Added  | dfb72091da1ab512c4d9f9d4a2765ce5
 Added  | 7fc71794744720d3f5caa0d00eef3f06
(5 rows)

